FL_MONTH,DEP_HOUR,OP_UNIQUE_CARRIER,ORIGIN,DEST,DELAY_CATEGORY
5,11,AA,LGA,DCA,NO_DELAY
2,12,UA,IAH,IAD,MINOR_DELAY
5,9,YX,CMH,DCA,NO_DELAY
3,16,UA,SMF,DEN,NO_DELAY
3,13,WN,CLE,PHX,NO_DELAY
12,5,WN,PBI,ISP,NO_DELAY
4,21,WN,RSW,STL,NO_DELAY
6,17,WN,SAN,IND,SEVERE_DELAY
11,21,F9,CLE,LAS,NO_DELAY
4,6,NK,DTW,FLL,NO_DELAY
9,8,DL,ATL,MEM,NO_DELAY
11,15,AA,PHX,CLT,NO_DELAY
10,20,DL,DTW,ATL,NO_DELAY
12,17,DL,DTW,CLT,NO_DELAY
10,8,OO,ATL,MGM,NO_DELAY
2,17,OH,CLT,MKE,MINOR_DELAY
3,12,YV,IAD,BUF,NO_DELAY
6,6,OH,HPN,CLT,NO_DELAY
4,15,UA,EWR,TPA,NO_DELAY
6,12,WN,DEN,TPA,NO_DELAY
3,21,F9,MIA,ORD,NO_DELAY
6,8,MQ,CID,ORD,NO_DELAY
12,12,OO,MSO,DEN,NO_DELAY
11,4,B6,PIT,BOS,NO_DELAY
12,13,AA,DFW,LAX,NO_DELAY
6,10,WN,OAK,LGB,NO_DELAY
8,18,OO,MSP,MSN,NO_DELAY
9,8,YV,DTW,IAH,NO_DELAY
8,18,AA,DFW,DTW,NO_DELAY
10,8,WN,SFO,LAS,NO_DELAY
7,12,WN,CLT,BWI,NO_DELAY
2,16,OO,GEG,SLC,NO_DELAY
7,10,EV,TUS,IAH,NO_DELAY
6,19,EV,IAH,LBB,MINOR_DELAY
6,17,DL,DTW,BNA,NO_DELAY
9,16,OH,CLT,CAE,NO_DELAY
6,12,AA,LGA,RDU,NO_DELAY
9,7,AA,CLT,SEA,MINOR_DELAY
9,6,NK,DTW,FLL,NO_DELAY
9,12,WN,AUS,HOU,NO_DELAY
3,20,DL,DTW,MEM,NO_DELAY
2,12,DL,MDW,ATL,NO_DELAY
6,19,UA,IAH,TPA,NO_DELAY
8,6,NK,FLL,LGA,MINOR_DELAY
5,12,YV,MSY,IAD,NO_DELAY
1,11,WN,LAS,BUR,NO_DELAY
2,11,NK,MSY,ATL,NO_DELAY
2,16,OO,ORD,IND,NO_DELAY
4,6,AS,SEA,SMF,NO_DELAY
6,14,MQ,DFW,SGF,MINOR_DELAY
11,18,YX,IAH,PIT,NO_DELAY
5,15,UA,STL,IAH,MAJOR_DELAY
2,12,WN,SNA,PHX,NO_DELAY
7,11,YV,MFE,IAH,NO_DELAY
9,17,WN,HOU,BNA,SEVERE_DELAY
4,21,AS,SEA,DEN,NO_DELAY
10,12,OO,ATL,CRW,NO_DELAY
3,15,AA,SFO,ORD,NO_DELAY
1,9,HA,OGG,HNL,NO_DELAY
8,15,WN,BWI,HOU,NO_DELAY
2,15,YX,DCA,BUF,NO_DELAY
4,11,MQ,GJT,DFW,MINOR_DELAY
10,6,AA,AUS,DFW,NO_DELAY
7,8,DL,LAX,ATL,MINOR_DELAY
8,7,EV,BTR,IAH,MINOR_DELAY
8,7,OO,CIU,MSP,NO_DELAY
3,7,AA,DFW,DTW,NO_DELAY
4,19,WN,PIT,MCO,NO_DELAY
1,10,AA,TUL,DFW,NO_DELAY
1,19,WN,LAS,RNO,NO_DELAY
2,9,UA,EWR,RSW,NO_DELAY
1,8,OH,PVD,DCA,SEVERE_DELAY
12,6,WN,MKE,ATL,NO_DELAY
5,16,UA,IAH,LAX,NO_DELAY
9,16,WN,PHX,ABQ,NO_DELAY
10,18,AA,DFW,MEM,NO_DELAY
6,19,AA,PBI,CLT,MAJOR_DELAY
7,14,DL,ATL,TPA,NO_DELAY
3,17,OH,ORF,PHL,NO_DELAY
7,7,AA,LAX,PHX,NO_DELAY
10,12,HA,ITO,HNL,NO_DELAY
2,18,YX,IAH,PIT,NO_DELAY
8,16,MQ,JFK,RDU,NO_DELAY
3,20,EV,EWR,DCA,NO_DELAY
2,8,AS,ANC,PDX,MAJOR_DELAY
11,10,YV,DFW,AMA,NO_DELAY
6,12,WN,DEN,LAS,NO_DELAY
8,12,YX,EWR,CVG,NO_DELAY
1,18,AA,BOS,ORD,MAJOR_DELAY
2,20,DL,MSP,MKE,MINOR_DELAY
11,22,OH,CLT,LYH,NO_DELAY
12,23,DL,ATL,MCI,NO_DELAY
8,7,DL,TPA,JFK,NO_DELAY
4,0,F9,ONT,MCO,NO_DELAY
6,9,B6,BOS,SJU,NO_DELAY
7,17,B6,BOS,LAS,NO_DELAY
8,15,WN,BOI,SMF,NO_DELAY
2,21,DL,ATL,XNA,NO_DELAY
12,21,WN,BWI,CLE,NO_DELAY
3,21,UA,IAH,PHX,NO_DELAY
2,17,AS,SNA,SEA,MAJOR_DELAY
8,20,NK,MCO,LBE,MINOR_DELAY
4,0,AA,LAS,CLT,NO_DELAY
10,5,UA,ORD,IAH,NO_DELAY
1,8,OO,SDF,ORD,NO_DELAY
5,18,DL,CLT,ATL,NO_DELAY
6,16,OH,BHM,CLT,NO_DELAY
12,17,OH,CLE,CLT,NO_DELAY
10,20,B6,BUF,JFK,SEVERE_DELAY
7,8,OO,ORD,XNA,MAJOR_DELAY
4,8,DL,MSN,DTW,NO_DELAY
5,15,MQ,MIA,CVG,NO_DELAY
12,8,YX,LGA,SDF,NO_DELAY
10,18,UA,SAN,SFO,NO_DELAY
8,17,AA,CLT,BDL,MINOR_DELAY
3,17,OO,LAX,SMF,NO_DELAY
9,11,OO,MOT,MSP,NO_DELAY
12,11,YX,DCA,LGA,NO_DELAY
1,8,AA,PHX,SMF,NO_DELAY
3,9,YX,JFK,CMH,NO_DELAY
3,20,WN,SFO,SAN,NO_DELAY
3,17,WN,SMF,SAN,NO_DELAY
5,15,OH,HSV,CLT,NO_DELAY
3,14,WN,ATL,TPA,NO_DELAY
2,10,B6,TPA,BOS,NO_DELAY
5,17,WN,PDX,DEN,NO_DELAY
2,18,AA,PHX,SJC,NO_DELAY
6,7,WN,EWR,DEN,NO_DELAY
7,19,WN,MDW,MEM,NO_DELAY
8,20,YX,DTW,CMH,MINOR_DELAY
1,18,WN,AUS,PHX,NO_DELAY
5,20,OO,SEA,BOI,NO_DELAY
9,6,YV,PVD,IAD,NO_DELAY
7,17,DL,FLL,ATL,MINOR_DELAY
5,18,WN,BWI,ORF,NO_DELAY
12,16,DL,ATL,GSO,NO_DELAY
1,16,MQ,DFW,SGF,NO_DELAY
9,14,AA,CLT,BDL,NO_DELAY
2,14,DL,MCO,DTW,MINOR_DELAY
11,4,YV,AMA,DFW,NO_DELAY
8,14,9E,BGR,LGA,NO_DELAY
1,20,AA,DEN,LAX,NO_DELAY
10,7,DL,AVL,ATL,NO_DELAY
3,16,NK,DTW,MCO,NO_DELAY
3,13,B6,LGA,BOS,NO_DELAY
6,17,AA,CLT,LGA,NO_DELAY
6,6,NK,LAX,DFW,NO_DELAY
2,20,DL,SLC,SEA,NO_DELAY
4,18,WN,SFO,SAN,NO_DELAY
1,17,WN,SJC,SAN,NO_DELAY
12,17,AA,DFW,FAT,NO_DELAY
12,5,F9,SLC,DEN,NO_DELAY
4,14,AA,SFO,DFW,MINOR_DELAY
8,9,WN,SDF,MDW,NO_DELAY
11,8,AA,ORD,MIA,NO_DELAY
3,8,UA,RSW,EWR,NO_DELAY
5,7,WN,DAL,TPA,NO_DELAY
7,18,B6,PBI,LGA,NO_DELAY
2,11,DL,LAS,SLC,MAJOR_DELAY
10,5,UA,LAS,IAH,NO_DELAY
11,23,UA,LAX,ORD,NO_DELAY
12,19,NK,BOS,MCO,NO_DELAY
2,15,WN,ATL,IND,NO_DELAY
2,9,WN,MDW,RDU,NO_DELAY
10,19,9E,RDU,LGA,NO_DELAY
1,5,UA,BZN,DEN,NO_DELAY
8,15,WN,SMF,BUR,NO_DELAY
7,10,WN,HOU,SAT,NO_DELAY
8,16,UA,LGA,ORD,NO_DELAY
1,8,DL,MIA,ATL,NO_DELAY
2,22,NK,LAS,PDX,MAJOR_DELAY
10,8,DL,CHS,ATL,NO_DELAY
8,13,WN,HOU,DAL,NO_DELAY
5,11,UA,SAN,DEN,NO_DELAY
7,20,WN,LAX,LAS,NO_DELAY
8,11,YX,DCA,BDL,NO_DELAY
8,8,WN,ONT,OAK,NO_DELAY
12,22,OO,ORD,DAY,NO_DELAY
4,8,YX,BOS,IND,NO_DELAY
4,15,OO,PHX,ROW,MINOR_DELAY
4,7,G4,LAS,FAR,NO_DELAY
3,23,OO,ATL,MGM,NO_DELAY
3,18,UA,EWR,TPA,NO_DELAY
11,6,HA,HNL,OGG,NO_DELAY
10,17,OH,HPN,DCA,NO_DELAY
4,17,F9,SLC,RSW,NO_DELAY
6,13,9E,ATL,TYS,NO_DELAY
1,9,HA,OGG,HNL,NO_DELAY
12,15,AS,SEA,GEG,NO_DELAY
7,17,WN,SAN,SFO,MINOR_DELAY
1,6,EV,SGF,IAH,MINOR_DELAY
10,10,DL,ATL,EYW,NO_DELAY
11,14,WN,MDW,JAX,NO_DELAY
7,8,DL,DTW,MCI,NO_DELAY
5,14,AA,SLC,DFW,NO_DELAY
7,18,MQ,BGR,LGA,SEVERE_DELAY
10,12,OO,BQK,ATL,NO_DELAY
8,15,DL,MSP,PHL,NO_DELAY
5,10,DL,ATL,CLT,NO_DELAY
3,22,OH,CLT,MYR,NO_DELAY
9,22,DL,ATL,ECP,NO_DELAY
12,11,MQ,CVG,DFW,MINOR_DELAY
3,15,OO,ORD,IND,NO_DELAY
3,10,OO,SAN,AUS,NO_DELAY
7,21,WN,BWI,MHT,NO_DELAY
6,7,F9,DEN,SAN,NO_DELAY
10,7,WN,SMF,PHX,NO_DELAY
9,11,UA,PHX,EWR,NO_DELAY
10,15,DL,ATL,ORD,NO_DELAY
12,8,HA,HNL,LAS,MINOR_DELAY
5,20,NK,EWR,MCO,NO_DELAY
10,22,WN,BNA,DCA,MINOR_DELAY
10,17,DL,ATL,GSO,NO_DELAY
2,5,UA,ATL,ORD,NO_DELAY
2,11,UA,ORD,EWR,MINOR_DELAY
5,10,B6,MCO,HPN,NO_DELAY
4,7,AA,FLL,CLT,NO_DELAY
1,16,MQ,MIA,TYS,NO_DELAY
5,8,WN,LAS,HOU,NO_DELAY
1,10,DL,DAY,ATL,NO_DELAY
7,6,DL,BUF,MSP,NO_DELAY
4,16,NK,MCO,AVL,NO_DELAY
7,15,WN,STL,PDX,NO_DELAY
1,13,OH,BNA,DCA,NO_DELAY
6,8,AA,DFW,CMH,MAJOR_DELAY
12,15,YX,JFK,CMH,MINOR_DELAY
5,15,AA,BOS,LGA,NO_DELAY
9,10,DL,EWR,ATL,NO_DELAY
4,12,NK,TPA,BDL,NO_DELAY
10,16,OH,CLT,TYS,NO_DELAY
4,15,HA,KOA,LAX,NO_DELAY
12,12,WN,AUS,DCA,NO_DELAY
10,15,AA,BWI,CLT,NO_DELAY
4,14,DL,GSP,ATL,NO_DELAY
12,21,YX,LGA,ILM,SEVERE_DELAY
10,8,WN,ATL,MKE,NO_DELAY
5,21,AA,KOA,LAX,NO_DELAY
3,20,DL,ATL,OKC,MAJOR_DELAY
3,10,AA,SLC,PHX,NO_DELAY
4,20,WN,MCI,SAN,NO_DELAY
3,22,WN,OAK,LAS,NO_DELAY
5,23,AA,HNL,LAX,NO_DELAY
12,21,UA,EWR,BNA,MAJOR_DELAY
12,12,OH,PHL,CAK,NO_DELAY
11,14,UA,MCO,IAD,MINOR_DELAY
1,8,OH,DCA,ORF,NO_DELAY
3,22,DL,LAS,CVG,NO_DELAY
1,8,DL,MSP,PDX,NO_DELAY
12,17,OO,MSP,OMA,NO_DELAY
1,21,WN,LAS,SJC,NO_DELAY
8,14,AA,DEN,ORD,NO_DELAY
12,8,UA,DEN,PHL,NO_DELAY
9,8,WN,STL,BNA,NO_DELAY
7,11,OO,BNA,ORD,NO_DELAY
9,6,DL,ORD,DTW,NO_DELAY
4,22,UA,LAX,MCO,NO_DELAY
2,5,G4,PIE,SBN,NO_DELAY
7,8,AA,PHL,SAN,MINOR_DELAY
12,10,YV,DFW,BHM,NO_DELAY
8,8,OO,DEN,SYR,NO_DELAY
1,8,WN,STL,RDU,NO_DELAY
9,15,OO,DTW,CID,NO_DELAY
5,14,OO,MSP,IAD,MAJOR_DELAY
4,14,WN,ATL,BWI,NO_DELAY
3,14,OO,FWA,CLT,NO_DELAY
12,19,9E,FAR,MSP,NO_DELAY
1,7,DL,MSY,DTW,NO_DELAY
7,17,EV,CLE,EWR,MAJOR_DELAY
10,14,DL,ATL,AUS,NO_DELAY
6,5,AA,ATL,CLT,NO_DELAY
12,8,OO,DTW,TVC,NO_DELAY
7,18,MQ,ORD,GSP,NO_DELAY
12,12,AA,CLT,JAX,MINOR_DELAY
7,15,AA,PHL,MIA,NO_DELAY
4,18,WN,SDF,BWI,NO_DELAY
12,8,AA,LAX,KOA,NO_DELAY
1,15,DL,IND,ATL,NO_DELAY
9,20,OO,ATL,DHN,NO_DELAY
4,18,B6,BOS,CLE,MAJOR_DELAY
3,13,DL,PDX,SLC,NO_DELAY
2,10,WN,BHM,MCO,NO_DELAY
11,16,YV,FLG,PHX,NO_DELAY
1,7,WN,HOU,DAL,NO_DELAY
12,12,WN,MDW,DCA,NO_DELAY
11,7,OH,CLT,AVL,NO_DELAY
4,6,WN,MKE,MCO,NO_DELAY
11,6,UA,ORD,DEN,NO_DELAY
6,5,OH,STL,PHL,NO_DELAY
10,17,YX,EYW,MIA,NO_DELAY
2,17,AA,AUS,CLT,NO_DELAY
3,11,UA,DEN,LGA,NO_DELAY
3,16,AA,BOS,PHL,NO_DELAY
3,21,WN,ATL,BWI,NO_DELAY
10,7,YV,TLH,DFW,NO_DELAY
7,6,G4,AVL,FLL,NO_DELAY
2,13,MQ,ELP,ORD,NO_DELAY
12,23,B6,EWR,FLL,SEVERE_DELAY
12,5,UA,BWI,ORD,NO_DELAY
6,13,AA,BOS,PHL,NO_DELAY
6,16,AA,ORD,LGA,MINOR_DELAY
7,20,DL,ATL,IAH,MINOR_DELAY
8,19,AS,LAS,PDX,NO_DELAY
3,19,WN,PHX,ONT,MINOR_DELAY
6,9,9E,JFK,SYR,NO_DELAY
12,18,WN,LIT,DAL,NO_DELAY
9,6,G4,PIE,BMI,NO_DELAY
10,6,UA,JAX,DEN,NO_DELAY
8,12,B6,DCA,MCO,MINOR_DELAY
8,7,AA,DFW,CLE,NO_DELAY
9,6,WN,LAX,OAK,NO_DELAY
6,17,YV,MSP,IAD,NO_DELAY
11,21,YX,MIA,JAX,NO_DELAY
5,14,WN,LGB,SJC,NO_DELAY
4,14,AA,BDL,CLT,NO_DELAY
2,11,OH,CLT,MYR,NO_DELAY
3,12,MQ,IND,ORD,NO_DELAY
4,6,DL,BNA,ATL,NO_DELAY
9,7,UA,LAS,SFO,NO_DELAY
7,10,OO,DFW,SHV,NO_DELAY
8,14,WN,DAL,MDW,NO_DELAY
12,20,DL,DTW,JAX,NO_DELAY
1,14,WN,OAK,LAX,NO_DELAY
9,8,YX,DCA,OMA,NO_DELAY
5,6,OO,MLI,MSP,MINOR_DELAY
7,21,UA,SMF,EWR,NO_DELAY
8,9,UA,EWR,DEN,NO_DELAY
2,15,B6,BOS,SAN,MINOR_DELAY
5,17,OO,LWB,ORD,NO_DELAY
2,8,OH,PVD,DCA,NO_DELAY
8,14,DL,MIA,LGA,MINOR_DELAY
4,20,G4,BLI,LAS,NO_DELAY
9,21,AA,MIA,DFW,NO_DELAY
12,21,F9,SNA,DEN,MAJOR_DELAY
3,7,B6,JFK,ORD,NO_DELAY
10,18,AA,LAX,SFO,NO_DELAY
9,22,AS,SEA,MCO,NO_DELAY
12,6,OO,MEI,DFW,MINOR_DELAY
2,9,AA,LAX,HNL,NO_DELAY
2,10,OO,SFO,BZN,NO_DELAY
6,6,9E,LEX,DTW,NO_DELAY
5,12,WN,DAL,STL,NO_DELAY
8,14,WN,BUR,SJC,NO_DELAY
4,17,UA,ORD,LGA,MINOR_DELAY
4,11,AA,FAT,DFW,NO_DELAY
5,14,OO,ABQ,DEN,NO_DELAY
9,9,WN,DEN,ATL,NO_DELAY
5,22,AS,SEA,LAS,NO_DELAY
11,14,UA,ORD,TPA,NO_DELAY
8,23,UA,SAN,IAD,MAJOR_DELAY
5,17,AA,LGA,DFW,NO_DELAY
8,6,EV,ECP,IAH,NO_DELAY
8,6,F9,DEN,IND,NO_DELAY
3,21,UA,IAH,PHX,NO_DELAY
5,21,AA,BOS,DFW,NO_DELAY
9,5,UA,RNO,SFO,NO_DELAY
8,11,9E,ORF,JFK,NO_DELAY
6,17,MQ,ORD,CMI,NO_DELAY
6,13,DL,MSY,LAX,NO_DELAY
9,12,DL,TPA,CVG,NO_DELAY
5,16,UA,RSW,DEN,MAJOR_DELAY
8,12,AA,ORD,TPA,MINOR_DELAY
9,20,WN,DEN,DAL,NO_DELAY
4,7,OO,ELP,SLC,NO_DELAY
11,19,AS,SEA,LAX,NO_DELAY
11,15,MQ,ORD,BMI,MINOR_DELAY
4,19,EV,BNA,EWR,MINOR_DELAY
7,10,AA,EWR,MIA,NO_DELAY
2,12,YX,DTW,GRR,NO_DELAY
11,15,HA,OGG,LIH,NO_DELAY
8,20,B6,BUF,BOS,SEVERE_DELAY
11,7,UA,PIT,SFO,NO_DELAY
9,21,DL,ATL,JFK,NO_DELAY
10,14,AA,DFW,LAX,NO_DELAY
10,6,WN,HOU,LGA,NO_DELAY
2,15,WN,DAL,BWI,NO_DELAY
3,14,G4,DAY,PGD,NO_DELAY
3,8,UA,IAD,MCO,NO_DELAY
7,21,DL,ANC,MSP,NO_DELAY
6,19,AS,PDX,SJC,NO_DELAY
3,19,AA,BWI,DFW,MINOR_DELAY
11,11,AA,MIA,DCA,MAJOR_DELAY
3,16,AA,ATL,DFW,NO_DELAY
4,7,DL,ATL,LAX,NO_DELAY
4,12,UA,FLL,EWR,MINOR_DELAY
1,18,OO,BTR,DFW,NO_DELAY
5,16,DL,MCI,ATL,NO_DELAY
6,21,DL,ATL,BNA,NO_DELAY
8,15,YV,PIA,DFW,MINOR_DELAY
7,10,MQ,XNA,DFW,NO_DELAY
12,17,AA,STL,LAX,NO_DELAY
2,21,OO,PHX,PSP,MINOR_DELAY
5,20,WN,BHM,HOU,MINOR_DELAY
3,6,DL,DTW,MCO,NO_DELAY
6,8,B6,BOS,LGA,NO_DELAY
4,15,OO,DEN,RKS,NO_DELAY
7,21,UA,LAS,EWR,NO_DELAY
1,6,WN,PVD,MDW,NO_DELAY
3,20,B6,FLL,BOS,MINOR_DELAY
9,16,9E,LGA,SAV,NO_DELAY
7,8,AS,JNU,SEA,NO_DELAY
4,20,B6,BOS,TPA,MINOR_DELAY
6,12,OO,EUG,LAX,NO_DELAY
7,17,UA,DEN,JAX,NO_DELAY
7,8,F9,MSP,DEN,MAJOR_DELAY
7,11,WN,LAS,ATL,NO_DELAY
11,17,WN,MDW,LGA,MINOR_DELAY
6,13,HA,OGG,SMF,NO_DELAY
4,21,WN,STL,OKC,NO_DELAY
9,19,UA,LGA,ORD,MINOR_DELAY
6,21,WN,SAN,SFO,NO_DELAY
10,17,OO,FAT,SAN,NO_DELAY
10,8,DL,ATL,CLT,NO_DELAY
2,16,EV,LRD,IAH,NO_DELAY
1,21,WN,HOU,ABQ,NO_DELAY
10,12,AA,PIT,PHL,NO_DELAY
10,13,AA,PHX,ORD,NO_DELAY
2,11,WN,SAN,RNO,NO_DELAY
6,18,OO,SBP,PHX,NO_DELAY
2,12,DL,DTW,MCO,NO_DELAY
11,21,UA,ORD,SFO,MAJOR_DELAY
2,15,DL,SLC,SEA,NO_DELAY
12,10,YV,LBB,DFW,NO_DELAY
11,10,NK,MCO,MSY,NO_DELAY
11,11,YX,BOS,PHL,NO_DELAY
5,5,WN,PHX,HOU,NO_DELAY
8,12,DL,SAN,ATL,NO_DELAY
10,19,EV,JAN,IAH,NO_DELAY
4,20,WN,SJC,GEG,NO_DELAY
8,11,B6,BOS,JFK,NO_DELAY
8,9,YX,IAH,ICT,NO_DELAY
8,17,F9,LGA,ATL,NO_DELAY
4,9,B6,LGB,LAS,NO_DELAY
10,21,B6,FLL,PHX,NO_DELAY
12,6,AA,RSW,PHL,NO_DELAY
9,9,OO,SLC,CDC,NO_DELAY
7,13,DL,ATL,LIT,NO_DELAY
4,6,UA,EWR,LAX,NO_DELAY
5,12,B6,BOS,FLL,NO_DELAY
4,14,WN,HOU,RDU,NO_DELAY
10,6,9E,BUF,LGA,NO_DELAY
7,6,9E,CVG,ORD,NO_DELAY
1,6,NK,LAS,SEA,NO_DELAY
3,12,MQ,DFW,GNV,MAJOR_DELAY
11,19,B6,JFK,SLC,NO_DELAY
1,6,WN,DAL,PHX,NO_DELAY
4,10,NK,FLL,SJU,NO_DELAY
11,11,DL,MCI,MSP,NO_DELAY
7,21,WN,SAN,SMF,NO_DELAY
1,20,WN,LAS,BOI,NO_DELAY
2,20,DL,DTW,RDU,NO_DELAY
3,16,B6,SJU,BOS,MAJOR_DELAY
6,16,OO,SFO,DAL,NO_DELAY
4,16,DL,JFK,LAX,MINOR_DELAY
12,14,AS,SEA,ORD,MAJOR_DELAY
10,8,WN,HOU,TUL,NO_DELAY
1,14,OO,DLH,ORD,NO_DELAY
6,14,OH,CLT,EWN,NO_DELAY
3,6,DL,CVG,MCO,NO_DELAY
10,8,B6,PBI,PVD,NO_DELAY
7,11,UA,SFO,EWR,NO_DELAY
6,14,9E,MSP,CLE,MAJOR_DELAY
4,13,OO,SLC,TUL,NO_DELAY
3,16,F9,GSP,DEN,NO_DELAY
5,5,OO,RDM,LAX,NO_DELAY
4,16,WN,PHX,PDX,NO_DELAY
5,5,B6,RDU,BOS,NO_DELAY
12,19,OO,SEA,BOI,NO_DELAY
9,18,WN,MCO,ATL,NO_DELAY
1,15,AA,MIA,DFW,MINOR_DELAY
2,7,AA,ATL,ORD,NO_DELAY
6,5,UA,IAH,ORD,NO_DELAY
3,5,YX,EWR,DCA,NO_DELAY
9,13,YX,BNA,DCA,NO_DELAY
12,6,G4,PIE,FWA,NO_DELAY
12,18,AA,LGA,MIA,NO_DELAY
6,11,AA,SFO,CLT,NO_DELAY
5,15,WN,PHX,LAX,NO_DELAY
12,10,UA,IAH,LAX,MINOR_DELAY
10,14,OO,DFW,MLU,NO_DELAY
9,17,OO,SFO,PSP,NO_DELAY
9,7,WN,TPA,CMH,NO_DELAY
6,21,DL,ATL,JFK,NO_DELAY
10,12,WN,LAS,DSM,MINOR_DELAY
3,12,YV,IAD,SYR,NO_DELAY
11,7,UA,FLL,EWR,NO_DELAY
12,8,NK,DTW,RDU,NO_DELAY
7,5,OO,OKC,DTW,NO_DELAY
1,17,DL,HOU,ATL,MINOR_DELAY
11,21,YV,DFW,LFT,NO_DELAY
7,5,MQ,ORF,LGA,NO_DELAY
3,21,WN,STL,TUL,NO_DELAY
5,18,WN,OAK,SLC,MAJOR_DELAY
8,13,WN,STL,SAN,NO_DELAY
2,18,MQ,BDL,ORD,NO_DELAY
1,14,OO,STL,SLC,NO_DELAY
12,13,WN,CHS,BNA,NO_DELAY
7,7,MQ,ROC,ORD,NO_DELAY
9,15,HA,HNL,OGG,NO_DELAY
6,17,UA,RSW,EWR,MAJOR_DELAY
12,5,B6,FLL,DCA,NO_DELAY
12,20,WN,GRR,MDW,NO_DELAY
3,5,WN,ABQ,DAL,NO_DELAY
10,18,UA,DEN,SEA,MAJOR_DELAY
9,6,EV,BNA,EWR,NO_DELAY
7,5,YV,ELP,DFW,NO_DELAY
9,19,WN,BNA,SAT,NO_DELAY
7,9,OH,BUF,DCA,NO_DELAY
12,17,AA,PHX,SAT,NO_DELAY
3,15,NK,ORD,AUS,NO_DELAY
8,8,OO,DTW,ORD,NO_DELAY
11,22,WN,MDW,MSP,MINOR_DELAY
9,9,OO,VEL,DEN,NO_DELAY
10,9,DL,DTW,MSP,NO_DELAY
11,5,UA,AUS,IAH,NO_DELAY
8,7,UA,BOI,DEN,NO_DELAY
3,17,NK,MCO,IND,NO_DELAY
6,10,MQ,DFW,LEX,NO_DELAY
9,10,AA,JAX,DFW,NO_DELAY
4,7,OH,CLT,IAH,NO_DELAY
4,9,WN,MCO,DCA,NO_DELAY
6,7,AA,CLT,MIA,NO_DELAY
4,6,MQ,AEX,DFW,NO_DELAY
5,11,B6,SRQ,JFK,NO_DELAY
6,14,WN,BWI,ISP,NO_DELAY
11,17,WN,PHX,ONT,NO_DELAY
5,11,AA,PIT,CLT,NO_DELAY
6,14,AA,DFW,ORD,NO_DELAY
1,12,OO,ATL,SHV,MINOR_DELAY
3,11,WN,SAN,RNO,MINOR_DELAY
12,19,OO,BUR,PDX,NO_DELAY
3,21,OO,SLC,PSP,MINOR_DELAY
12,14,DL,SLC,DEN,NO_DELAY
11,23,WN,PHX,LAS,NO_DELAY
4,14,F9,FLL,TTN,NO_DELAY
7,7,DL,BWI,SLC,NO_DELAY
9,10,DL,MSP,JFK,NO_DELAY
2,10,WN,MCO,FLL,NO_DELAY
10,6,WN,SAN,BWI,NO_DELAY
3,18,DL,TPA,ATL,SEVERE_DELAY
10,12,OH,CVG,DCA,MINOR_DELAY
4,12,WN,TPA,DCA,NO_DELAY
6,17,DL,ATL,JAX,MINOR_DELAY
10,10,DL,SDF,ATL,MINOR_DELAY
12,14,MQ,MIA,ORF,NO_DELAY
1,19,AA,MIA,SFO,MAJOR_DELAY
6,11,AA,JFK,LAX,NO_DELAY
6,17,AA,PHL,PHX,MAJOR_DELAY
9,21,AA,MIA,BNA,NO_DELAY
9,11,WN,MCI,SAT,NO_DELAY
2,5,WN,TPA,LGA,NO_DELAY
9,13,B6,BOS,BWI,NO_DELAY
8,12,9E,PIT,MSP,NO_DELAY
3,7,WN,TPA,FLL,NO_DELAY
5,8,MQ,DFW,SJT,NO_DELAY
4,19,UA,DEN,PSP,NO_DELAY
9,18,AS,SEA,ABQ,NO_DELAY
1,20,WN,BNA,BWI,NO_DELAY
2,12,OO,PSC,SLC,NO_DELAY
2,14,YX,LGA,RDU,NO_DELAY
4,18,EV,IAH,SHV,MAJOR_DELAY
3,10,YX,OMA,ORD,NO_DELAY
12,19,AA,CLT,SMF,MAJOR_DELAY
6,17,DL,ATL,RSW,NO_DELAY
8,17,WN,OMA,MDW,NO_DELAY
4,6,DL,MSP,ATL,NO_DELAY
2,10,F9,TPA,TTN,NO_DELAY
7,8,NK,CMH,MCO,NO_DELAY
4,19,AA,DFW,ONT,MINOR_DELAY
9,5,YV,MFE,IAH,NO_DELAY
8,13,AA,LGA,CLT,NO_DELAY
3,9,DL,ATL,MIA,NO_DELAY
9,9,OO,ORF,ORD,NO_DELAY
2,7,WN,LAS,MDW,NO_DELAY
1,7,YX,ORD,AUS,NO_DELAY
3,6,OO,ROW,DFW,NO_DELAY
2,10,DL,EWR,MSP,MAJOR_DELAY
3,18,DL,MSP,DTW,MAJOR_DELAY
3,10,AA,DCA,PHX,NO_DELAY
12,8,OO,SLC,DEN,NO_DELAY
2,9,AS,SFO,IAD,MINOR_DELAY
11,22,WN,MDW,HOU,NO_DELAY
10,16,WN,HOU,BUR,MAJOR_DELAY
10,8,UA,SFO,HNL,NO_DELAY
5,16,DL,PIT,ATL,NO_DELAY
3,21,WN,LAX,SLC,NO_DELAY
2,11,UA,IAD,BOS,SEVERE_DELAY
3,14,AA,BNA,PHL,NO_DELAY
8,8,DL,MCO,ATL,NO_DELAY
5,11,OO,MDW,MSP,NO_DELAY
7,11,9E,TYS,ATL,NO_DELAY
5,19,AS,OME,ANC,NO_DELAY
9,21,UA,IAH,LAX,NO_DELAY
9,19,B6,BOS,SEA,MINOR_DELAY
1,15,EV,LRD,IAH,NO_DELAY
